"gene","log_fc_est","sd_est","cell_type","cell_type_long"
"NINL",0.528441138577788,0.140055519859152,"ExN","Newly born excit. (ExN)"
"UBA52",-0.520480909744978,0.111063613651345,"ExN","Newly born excit. (ExN)"
"DIDO1",0.519187217015302,0.121143559362649,"ExN","Newly born excit. (ExN)"
"SLC4A3",0.516903585823909,0.116791494323515,"ExN","Newly born excit. (ExN)"
"WDR33",-0.5131824398404,0.139199150006759,"ExN","Newly born excit. (ExN)"
"SUGT1",-0.510500822605349,0.11929458387019,"ExN","Newly born excit. (ExN)"
"TTLL5",0.507396897913613,0.161679089571574,"ExN","Newly born excit. (ExN)"
"ELF2",0.502502765283437,0.119159296612776,"ExN","Newly born excit. (ExN)"
"SUMO3",0.501518888564633,0.0892046923164854,"ExN","Newly born excit. (ExN)"
"RAB10",-0.488516821383193,0.0867825287729177,"ExN","Newly born excit. (ExN)"
"PRR3",0.487684073274164,0.140190064663689,"ExN","Newly born excit. (ExN)"
"SC5D",-0.484523198785136,0.161989366832721,"ExN","Newly born excit. (ExN)"
"MLLT6",0.477528577029803,0.142870859332988,"ExN","Newly born excit. (ExN)"
"NUDT21",-0.462836025895463,0.100023763428271,"ExN","Newly born excit. (ExN)"
"TMEM35A",-0.45981413715494,0.129001455256959,"ExN","Newly born excit. (ExN)"
"DNAJA2",-0.450079555814496,0.137364495059708,"ExN","Newly born excit. (ExN)"
"UFC1",-0.446202371986488,0.0869104395601876,"ExN","Newly born excit. (ExN)"
"ARID4B",0.445646133182455,0.146158022603115,"ExN","Newly born excit. (ExN)"
"RC3H2",-0.444352120858676,0.1221823467693,"ExN","Newly born excit. (ExN)"
"MTPN",-0.438719872468643,0.0880141762655571,"ExN","Newly born excit. (ExN)"
"EIF2S1",-0.437620075365268,0.124152067319595,"ExN","Newly born excit. (ExN)"
"PSMA7",-0.43743409598979,0.127101496708071,"ExN","Newly born excit. (ExN)"
"BZW2",-0.435389293313705,0.135538683837435,"ExN","Newly born excit. (ExN)"
"PRPF3",0.435375111309556,0.146554456577515,"ExN","Newly born excit. (ExN)"
"EIF3L",-0.433391772896095,0.0582415725410982,"ExN","Newly born excit. (ExN)"
"ARL14EP",-0.433131212062065,0.141491486642311,"ExN","Newly born excit. (ExN)"
"KLF3",-0.427967244685862,0.079219805253928,"ExN","Newly born excit. (ExN)"
"MDH2",-0.423596739877575,0.08103255854799,"ExN","Newly born excit. (ExN)"
"CPSF7",0.423021990802875,0.128606288693536,"ExN","Newly born excit. (ExN)"
"PPP2CA",-0.42250000600779,0.110437239442964,"ExN","Newly born excit. (ExN)"
"MED6",-0.422162791835411,0.113961426808377,"ExN","Newly born excit. (ExN)"
"FSD1",0.418196455896683,0.113918297084816,"ExN","Newly born excit. (ExN)"
"RABAC1",-0.413536409380122,0.138013476500889,"ExN","Newly born excit. (ExN)"
"TUFM",-0.408265364193995,0.0787295763453135,"ExN","Newly born excit. (ExN)"
"PPIL3",-0.40784658602725,0.139184885802566,"ExN","Newly born excit. (ExN)"
"ZNF493",0.407750003430521,0.108025249573549,"ExN","Newly born excit. (ExN)"
"CPSF6",0.407643684380494,0.100781197779646,"ExN","Newly born excit. (ExN)"
"TMUB2",0.40617638858872,0.138306847143662,"ExN","Newly born excit. (ExN)"
"DYNC1LI1",-0.402935838612505,0.108081014644038,"ExN","Newly born excit. (ExN)"
"RIMKLB",0.401376429258038,0.12253123317305,"ExN","Newly born excit. (ExN)"
"BCL11B",3.4569097980721,0.997490493546753,"InCGE","Interneurons (InCGE)"
"TCEAL7",2.40551292844743,0.375445365463332,"InCGE","Interneurons (InCGE)"
"ZCCHC12",2.08280674972305,0.46856042635326,"InCGE","Interneurons (InCGE)"
"CALB2",1.58530425940237,0.362541494144284,"InCGE","Interneurons (InCGE)"
"CIC",1.5777864800187,0.278972790189366,"InCGE","Interneurons (InCGE)"
"DUSP4",-1.37610736533288,0.287872271536535,"InCGE","Interneurons (InCGE)"
"MAPT",-1.21746635560694,0.387774941975204,"InCGE","Interneurons (InCGE)"
"FAM207A",1.16146515875979,0.344439900183562,"InCGE","Interneurons (InCGE)"
"USP21",-1.14490374952323,0.271427462244593,"InCGE","Interneurons (InCGE)"
"HSP90AB1",-1.01678298117789,0.221494197443035,"InCGE","Interneurons (InCGE)"
"CYP2R1",0.938954214927111,0.17804793688262,"InCGE","Interneurons (InCGE)"
"RTN1",-0.899758660505906,0.238795068763242,"InCGE","Interneurons (InCGE)"
"ZBTB37",-0.792910908777428,0.141587458930946,"InCGE","Interneurons (InCGE)"
"EIF5B",0.788692768952884,0.157251165922524,"InCGE","Interneurons (InCGE)"
"GALK2",0.73919342935008,0.123094482050456,"InCGE","Interneurons (InCGE)"
"ZNF337",0.737893468161985,0.226507238446164,"InCGE","Interneurons (InCGE)"
"MTF2",0.729298641480592,0.157266661063757,"InCGE","Interneurons (InCGE)"
"ZCCHC14",0.725415056183367,0.216704185892671,"InCGE","Interneurons (InCGE)"
"SLC25A28",0.721313323645823,0.156774564022024,"InCGE","Interneurons (InCGE)"
"DYRK1A",0.708344083629195,0.171125951320442,"InCGE","Interneurons (InCGE)"
"HSPA9",0.702745323951489,0.225332977974644,"InCGE","Interneurons (InCGE)"
"GABPA",0.702392582796384,0.161160023155289,"InCGE","Interneurons (InCGE)"
"RAB3GAP1",0.680859272612362,0.190700633812864,"InCGE","Interneurons (InCGE)"
"ZNF263",0.643968509004136,0.121684061062859,"InCGE","Interneurons (InCGE)"
"NDUFV3",0.623885569856171,0.132291250510694,"InCGE","Interneurons (InCGE)"
"SCAF4",0.612738876212445,0.10231985007398,"InCGE","Interneurons (InCGE)"
"MAP2",-0.601418655794419,0.105225335704162,"InCGE","Interneurons (InCGE)"
"ELF2",0.600744286527725,0.181945194626493,"InCGE","Interneurons (InCGE)"
"TOMM22",0.590866500176019,0.169212650374558,"InCGE","Interneurons (InCGE)"
"CCNL2",0.5842359016031,0.183394976262951,"InCGE","Interneurons (InCGE)"
"CLIP1",0.574679689443901,0.13121928397981,"InCGE","Interneurons (InCGE)"
"RNF103",0.562389896882646,0.105327989234915,"InCGE","Interneurons (InCGE)"
"THUMPD1",0.562153397324726,0.121654288869298,"InCGE","Interneurons (InCGE)"
"CACUL1",0.545743809733073,0.155505252948798,"InCGE","Interneurons (InCGE)"
"RIMKLB",0.545460546865288,0.138762578100031,"InCGE","Interneurons (InCGE)"
"SRSF11",-0.534284128146643,0.112878620672752,"InCGE","Interneurons (InCGE)"
"SYNRG",0.507042551888846,0.157955151778843,"InCGE","Interneurons (InCGE)"
"USP16",0.49949813850906,0.070792263189209,"InCGE","Interneurons (InCGE)"
"ZNF281",0.495351343114416,0.118400659319494,"InCGE","Interneurons (InCGE)"
"FBXO38",0.493150106037076,0.097934413223697,"InCGE","Interneurons (InCGE)"
"CEP350",0.492859334937107,0.0644214237415586,"InCGE","Interneurons (InCGE)"
"MYSM1",0.492406945537807,0.156750009340347,"InCGE","Interneurons (InCGE)"
"CSNK2A2",-0.491698824926599,0.127008283567776,"InCGE","Interneurons (InCGE)"
"MACF1",0.490438053425903,0.139343051628253,"InCGE","Interneurons (InCGE)"
"MORF4L2",0.478875754775358,0.156403517374591,"InCGE","Interneurons (InCGE)"
"KRBA2",0.465503458317799,0.0686900613187414,"InCGE","Interneurons (InCGE)"
"SDR39U1",-0.456790516422083,0.143901784177168,"InCGE","Interneurons (InCGE)"
"ZNF117",0.452590951658277,0.127022932135784,"InCGE","Interneurons (InCGE)"
"ARID4B",0.447851590783211,0.142480596399855,"InCGE","Interneurons (InCGE)"
"ARL3",-0.445791434162705,0.134574453546686,"InCGE","Interneurons (InCGE)"
"PET100",0.438803725884616,0.143751045992177,"InCGE","Interneurons (InCGE)"
"SMU1",0.42260468964892,0.111354203971701,"InCGE","Interneurons (InCGE)"
"SLAIN2",-0.419674838089985,0.130019390246698,"InCGE","Interneurons (InCGE)"
"RINT1",0.41278771894665,0.0861992700534212,"InCGE","Interneurons (InCGE)"
"GABPB1",-0.401323099115686,0.105521404884848,"InCGE","Interneurons (InCGE)"
"UBE2E1",-1.44342645458645,0.42291157352317,"InMGE","Interneuron (InMGE)"
"WDR70",-1.18926235296848,0.181355625657664,"InMGE","Interneuron (InMGE)"
"CCT6A",1.04223147571812,0.239280308145162,"InMGE","Interneuron (InMGE)"
"UBB",-0.980967204425918,0.185490656349586,"InMGE","Interneuron (InMGE)"
"PARP1",0.911566682325526,0.26009940131456,"InMGE","Interneuron (InMGE)"
"ARID4B",-0.875606255720688,0.275202684748915,"InMGE","Interneuron (InMGE)"
"SPATA7",-0.860679480170138,0.222838636216959,"InMGE","Interneuron (InMGE)"
"NUP205",-0.841616246962588,0.269651355802834,"InMGE","Interneuron (InMGE)"
"PIAS1",-0.834054780032348,0.253515121709047,"InMGE","Interneuron (InMGE)"
"ZNF146",-0.790910458637327,0.209360605477711,"InMGE","Interneuron (InMGE)"
"FNDC4",0.78195610422127,0.262582492139792,"InMGE","Interneuron (InMGE)"
"BTBD6",0.767377006490493,0.210100284973482,"InMGE","Interneuron (InMGE)"
"PCBP1",-0.759410252562903,0.193798574582818,"InMGE","Interneuron (InMGE)"
"HMGN1",0.74523146745416,0.228354927032312,"InMGE","Interneuron (InMGE)"
"CSAD",0.731953694171493,0.246105234226061,"InMGE","Interneuron (InMGE)"
"DNAJC8",-0.723011044186138,0.236795851892762,"InMGE","Interneuron (InMGE)"
"REEP1",0.715333252671222,0.154226809160354,"InMGE","Interneuron (InMGE)"
"MAF",0.702850487661923,0.208240891213135,"InMGE","Interneuron (InMGE)"
"MLLT11",-0.694602886469467,0.208447578526731,"InMGE","Interneuron (InMGE)"
"LSM7",-0.693999327684758,0.141370563936031,"InMGE","Interneuron (InMGE)"
"SH3BP4",-0.692270271337456,0.173641642164098,"InMGE","Interneuron (InMGE)"
"HNRNPC",-0.672842498849824,0.126390477582869,"InMGE","Interneuron (InMGE)"
"CNTNAP4",0.670235026722603,0.0755395621548074,"InMGE","Interneuron (InMGE)"
"FAM104B",-0.657398268546303,0.18921913414647,"InMGE","Interneuron (InMGE)"
"UBAC1",0.65659856005492,0.212749420344678,"InMGE","Interneuron (InMGE)"
"BAP1",0.653117702259196,0.167138808214843,"InMGE","Interneuron (InMGE)"
"TTC3",0.650294053513893,0.1538859371659,"InMGE","Interneuron (InMGE)"
"ZBTB1",0.648371455466363,0.2168790496102,"InMGE","Interneuron (InMGE)"
"PAIP2",-0.648311292998556,0.186222433581039,"InMGE","Interneuron (InMGE)"
"UQCRC2",-0.639424192706915,0.159630271109008,"InMGE","Interneuron (InMGE)"
"EIF5",-0.637410148404765,0.120791367205912,"InMGE","Interneuron (InMGE)"
"ZNF160",-0.623433359512786,0.130769156182557,"InMGE","Interneuron (InMGE)"
"FAM192A",-0.614565318609791,0.149957967910142,"InMGE","Interneuron (InMGE)"
"CCDC92",0.597596183419701,0.189694546217795,"InMGE","Interneuron (InMGE)"
"EIF4E",0.591361895222744,0.199566397533925,"InMGE","Interneuron (InMGE)"
"OTUB1",-0.590428150756894,0.182492497026209,"InMGE","Interneuron (InMGE)"
"LMBR1L",-0.573529825569691,0.165871207360973,"InMGE","Interneuron (InMGE)"
"ZNF141",-0.573056643667847,0.168388204809644,"InMGE","Interneuron (InMGE)"
"SRSF9",-0.568542679458184,0.188868229824945,"InMGE","Interneuron (InMGE)"
"GAK",0.556763301306196,0.130943699992211,"InMGE","Interneuron (InMGE)"
"RABEP1",0.552649226481501,0.134869472904743,"InMGE","Interneuron (InMGE)"
"NUDCD1",-0.549254883599388,0.118013115085755,"InMGE","Interneuron (InMGE)"
"SF3A2",0.545999110096375,0.156620340961466,"InMGE","Interneuron (InMGE)"
"ATAD2B",-0.541895470889783,0.102939677812335,"InMGE","Interneuron (InMGE)"
"RBBP6",-0.541481068390444,0.131978675248867,"InMGE","Interneuron (InMGE)"
"FNTA",-0.539942365716788,0.181503683893151,"InMGE","Interneuron (InMGE)"
"EXOC1",-0.535343529882423,0.106897806565274,"InMGE","Interneuron (InMGE)"
"RBM26",-0.534218767938101,0.181841350654495,"InMGE","Interneuron (InMGE)"
"RAB11B",-0.523120684551388,0.122780349826957,"InMGE","Interneuron (InMGE)"
"RPP21",-0.519838212686697,0.177138283194325,"InMGE","Interneuron (InMGE)"
"TMEM25",0.519321672035415,0.137608125495568,"InMGE","Interneuron (InMGE)"
"SOX12",0.517666128792369,0.116236504564686,"InMGE","Interneuron (InMGE)"
"ZNF48",0.505929397076232,0.153408729326307,"InMGE","Interneuron (InMGE)"
"CHD3",0.498842748820872,0.162467424104899,"InMGE","Interneuron (InMGE)"
"EIF4G2",-0.495328940287024,0.146278212295315,"InMGE","Interneuron (InMGE)"
"RBFA",0.487148857306333,0.144545005910848,"InMGE","Interneuron (InMGE)"
"ZFP90",-0.484015103428816,0.124161715155695,"InMGE","Interneuron (InMGE)"
"KDM2A",0.481775543143228,0.104715042387618,"InMGE","Interneuron (InMGE)"
"RNGTT",-0.480400464890607,0.150922416837571,"InMGE","Interneuron (InMGE)"
"KCTD2",0.480346207630362,0.153072312878703,"InMGE","Interneuron (InMGE)"
"USP3",-0.477591987820809,0.145685864155191,"InMGE","Interneuron (InMGE)"
"NAT14",0.476641155794627,0.135827261013387,"InMGE","Interneuron (InMGE)"
"ALKBH7",-0.475505563501401,0.151061158479952,"InMGE","Interneuron (InMGE)"
"WNK2",0.468664409039634,0.140990504563068,"InMGE","Interneuron (InMGE)"
"TSC1",-0.463269251581086,0.12384479844459,"InMGE","Interneuron (InMGE)"
"AKR1A1",0.459200724812109,0.0825662753082976,"InMGE","Interneuron (InMGE)"
"PPP1R9B",0.456646899156084,0.138687219273946,"InMGE","Interneuron (InMGE)"
"SRCIN1",0.455736143107232,0.0568297504852641,"InMGE","Interneuron (InMGE)"
"MFSD8",0.452402074617254,0.077970612189089,"InMGE","Interneuron (InMGE)"
"RAF1",-0.446885517928799,0.103471774149772,"InMGE","Interneuron (InMGE)"
"LIMK1",0.444606778669654,0.142307306936282,"InMGE","Interneuron (InMGE)"
"PTPN1",0.442852165303645,0.0951357135947073,"InMGE","Interneuron (InMGE)"
"BOD1L1",0.433604048041872,0.123414480173138,"InMGE","Interneuron (InMGE)"
"ELP2",-0.43270917228766,0.135265114717828,"InMGE","Interneuron (InMGE)"
"SEZ6L2",0.429481853218587,0.119173294886746,"InMGE","Interneuron (InMGE)"
"SCN8A",0.418980029563385,0.13335929642227,"InMGE","Interneuron (InMGE)"
"MAP4K5",0.416676399293054,0.12067398320409,"InMGE","Interneuron (InMGE)"
"ATN1",0.413508416616706,0.115029452603428,"InMGE","Interneuron (InMGE)"
"NOVA2",0.407650147805488,0.0890816562875169,"InMGE","Interneuron (InMGE)"
"CWC15",-0.404273427740578,0.0826268640465059,"InMGE","Interneuron (InMGE)"
"MAPKBP1",-1.70344482024703,0.431036413037627,"IP","Intermediate progenitors (IP)"
"CTNNBL1",-1.6695461221276,0.275951680906722,"IP","Intermediate progenitors (IP)"
"ERH",-1.36806096065868,0.300907432208435,"IP","Intermediate progenitors (IP)"
"ZHX2",-1.32045700804141,0.305794352118229,"IP","Intermediate progenitors (IP)"
"ZNF414",-1.23807420103472,0.367920686376298,"IP","Intermediate progenitors (IP)"
"EIF3A",-1.05840462982519,0.306293600670534,"IP","Intermediate progenitors (IP)"
"ZDHHC16",-1.05536466269982,0.296919791186426,"IP","Intermediate progenitors (IP)"
"COX6B1",-1.04649473992651,0.288430594091642,"IP","Intermediate progenitors (IP)"
"PQBP1",-1.01509079268376,0.304831101181819,"IP","Intermediate progenitors (IP)"
"CCDC14",1.0055287474327,0.30535907987426,"IP","Intermediate progenitors (IP)"
"GABARAP",-1.00503925200369,0.235832856151793,"IP","Intermediate progenitors (IP)"
"CHMP6",-0.975868615394512,0.259568435480063,"IP","Intermediate progenitors (IP)"
"UBE2H",-0.862758485331016,0.217258220694858,"IP","Intermediate progenitors (IP)"
"ZNF768",-0.841589678212551,0.249905359314204,"IP","Intermediate progenitors (IP)"
"H1FX",-0.823025454869684,0.164502496980383,"IP","Intermediate progenitors (IP)"
"SMDT1",-0.80117862343739,0.241150764529442,"IP","Intermediate progenitors (IP)"
"TXNL1",-0.787364053200765,0.210234182331832,"IP","Intermediate progenitors (IP)"
"DGUOK",-0.786748342538436,0.238453192697961,"IP","Intermediate progenitors (IP)"
"MYL6B",-0.764028437401657,0.209215119252627,"IP","Intermediate progenitors (IP)"
"DPF2",-0.761825613154258,0.221309009940753,"IP","Intermediate progenitors (IP)"
"ZNF3",-0.749139565227532,0.192149467060678,"IP","Intermediate progenitors (IP)"
"EIF3L",-0.748449392700329,0.171988227734526,"IP","Intermediate progenitors (IP)"
"PTOV1",-0.738002124120706,0.178307650026833,"IP","Intermediate progenitors (IP)"
"GNB2",-0.731995740070688,0.220962405088979,"IP","Intermediate progenitors (IP)"
"RNF103",0.730003793622111,0.192594024176148,"IP","Intermediate progenitors (IP)"
"DYNC1LI1",-0.723097393305373,0.217118229397857,"IP","Intermediate progenitors (IP)"
"ABI1",-0.694646042872571,0.20928562230974,"IP","Intermediate progenitors (IP)"
"PPP1CC",-0.676791426942217,0.179530879320597,"IP","Intermediate progenitors (IP)"
"SVBP",-0.668478994987722,0.141991465814138,"IP","Intermediate progenitors (IP)"
"CDKN1B",-0.551041626375897,0.149914537562002,"IP","Intermediate progenitors (IP)"
"METTL9",-0.529879970244702,0.149303970986861,"IP","Intermediate progenitors (IP)"
"HNRNPC",-0.401577901804296,0.120531794851219,"IP","Intermediate progenitors (IP)"
"LIMD2",3.01409546557631,0.676012446453126,"Mic","Microglia (Mic)"
"FZR1",2.92195463127588,0.833584150569958,"Mic","Microglia (Mic)"
"FEZ2",2.43072474659866,0.654936062342412,"Mic","Microglia (Mic)"
"MSN",1.1118038255305,0.314978919997521,"Mic","Microglia (Mic)"
"FTL",-0.91020606964995,0.203078517657548,"Mic","Microglia (Mic)"
"RAP2B",0.804725825706901,0.224289238812357,"Mic","Microglia (Mic)"
"MAF",0.489039952936997,0.0810387655570326,"Mic","Microglia (Mic)"
"SHC3",2.08315948681872,0.238604165953583,"OPC","Oligodendrocyte precursors (OPC)"
"C1orf21",1.41286368195659,0.346464709562621,"OPC","Oligodendrocyte precursors (OPC)"
"MT-ND6",1.20837364423119,0.290307346846774,"OPC","Oligodendrocyte precursors (OPC)"
"TRIB2",0.896880520792583,0.213984772516028,"OPC","Oligodendrocyte precursors (OPC)"
"EMX2",1.92636066655215,0.460077923075199,"oRG","Outer radial glia (oRG)"
"CA12",1.70025236481064,0.2897828060278,"oRG","Outer radial glia (oRG)"
"MDK",0.659935504914786,0.166650073416153,"oRG","Outer radial glia (oRG)"
"STK17A",-0.567407108694155,0.0843490227062588,"oRG","Outer radial glia (oRG)"
"TOMM70",-2.22073210148601,0.588835259936003,"Per","Pericytes (Per)"
"ST13",-1.94280440422306,0.566720730207979,"Per","Pericytes (Per)"
"SCARB2",-1.75848410865992,0.426431736010319,"Per","Pericytes (Per)"
"RARS2",-1.60242044743957,0.450069976470159,"Per","Pericytes (Per)"
"ALKBH7",-1.49443813570864,0.26563240155854,"Per","Pericytes (Per)"
"CSDE1",-1.4151850392512,0.41989120115889,"Per","Pericytes (Per)"
"ELMO2",-1.31414063899499,0.383774742612159,"Per","Pericytes (Per)"
"DYNC1LI2",1.05162049886005,0.173273746435243,"Per","Pericytes (Per)"
"DCTN2",-1.04752417573755,0.302935981089795,"Per","Pericytes (Per)"
"PNRC1",-1.03383646793321,0.294750728892626,"Per","Pericytes (Per)"
"POU3F2",0.890076485489742,0.186329135262673,"PgG2M","Cycling progenitors (PgG2M)"
"SALL3",0.989303923099907,0.262907469802027,"PgS","Cycling progenitors (PgS)"
"HMGN1",0.963290935310979,0.186431958886216,"PgS","Cycling progenitors (PgS)"
"SUMO3",0.960071798296959,0.274585264161707,"PgS","Cycling progenitors (PgS)"
"NDUFV3",0.943881077291026,0.262221550454856,"PgS","Cycling progenitors (PgS)"
"GABPB1",-0.797731397558292,0.209436964642548,"PgS","Cycling progenitors (PgS)"
"ZBED8",-0.74766430907748,0.168759422210336,"PgS","Cycling progenitors (PgS)"
"UBE2G2",0.743650541410251,0.200884566032935,"PgS","Cycling progenitors (PgS)"
"B4GALNT1",-0.741831976045253,0.196658661080184,"PgS","Cycling progenitors (PgS)"
"UQCRH",-0.69035994649064,0.151813383771175,"PgS","Cycling progenitors (PgS)"
"CHMP3",0.684392492465199,0.187246906117123,"PgS","Cycling progenitors (PgS)"
"CTXN1",0.647351639604105,0.181180609800104,"PgS","Cycling progenitors (PgS)"
"PLCG1",-0.585171899959507,0.156176328577793,"PgS","Cycling progenitors (PgS)"
"DPY30",-0.555480015813577,0.135069809500555,"PgS","Cycling progenitors (PgS)"
"NUCKS1",0.442319704971655,0.121989791048048,"PgS","Cycling progenitors (PgS)"
"FAM120AOS",-1.21819942474418,0.348975812076285,"vRG","Ventricular radial glia (vRG)"
"FAM8A1",1.07927196333544,0.295483947724175,"vRG","Ventricular radial glia (vRG)"
"CLK2",1.03053992551978,0.267263090179224,"vRG","Ventricular radial glia (vRG)"
"TP53",-0.98704268022603,0.241649672284325,"vRG","Ventricular radial glia (vRG)"
"EHMT2",-0.985054661201273,0.291327621860531,"vRG","Ventricular radial glia (vRG)"
"ZNF414",-0.907583465062941,0.26693191966386,"vRG","Ventricular radial glia (vRG)"
"ZNF322",0.896351001130392,0.277145192519393,"vRG","Ventricular radial glia (vRG)"
"BANF1",-0.886135104223345,0.268542823772677,"vRG","Ventricular radial glia (vRG)"
"ARHGEF40",-0.845533465360008,0.185246019961986,"vRG","Ventricular radial glia (vRG)"
"TRDMT1",0.771445136806548,0.220446133292212,"vRG","Ventricular radial glia (vRG)"
"SNRNP27",-0.765995619309089,0.217734647433503,"vRG","Ventricular radial glia (vRG)"
"RER1",0.745677869185047,0.203114837672392,"vRG","Ventricular radial glia (vRG)"
"CFL1",-0.738423854281624,0.200808229586737,"vRG","Ventricular radial glia (vRG)"
"KXD1",-0.733628555972966,0.215150100627398,"vRG","Ventricular radial glia (vRG)"
"OSER1",-0.730955863537616,0.212752821351776,"vRG","Ventricular radial glia (vRG)"
"POLR2C",-0.665733970437095,0.205285142481326,"vRG","Ventricular radial glia (vRG)"
"RAB10",-0.661215531814252,0.144448356559192,"vRG","Ventricular radial glia (vRG)"
"GABPA",0.644283699224121,0.167259571078117,"vRG","Ventricular radial glia (vRG)"
"DBI",-0.639155870900661,0.115713729937087,"vRG","Ventricular radial glia (vRG)"
"FXR1",-0.610606190770151,0.155222763458396,"vRG","Ventricular radial glia (vRG)"
"EXOC3",0.589289791066473,0.18236657723265,"vRG","Ventricular radial glia (vRG)"
"MORC3",0.573168715517719,0.129919773348895,"vRG","Ventricular radial glia (vRG)"
"MTHFD1",-0.570801527348077,0.169050015852047,"vRG","Ventricular radial glia (vRG)"
"PTOV1",-0.562478508076779,0.166452580273125,"vRG","Ventricular radial glia (vRG)"
"NUDT21",-0.55275627040235,0.157855601590116,"vRG","Ventricular radial glia (vRG)"
"SP4",0.547128577056977,0.163034088492738,"vRG","Ventricular radial glia (vRG)"
"LZIC",-0.544719450516524,0.154514005667125,"vRG","Ventricular radial glia (vRG)"
"UBL5",0.544581339741841,0.16851527230223,"vRG","Ventricular radial glia (vRG)"
"SNX5",0.541611629480118,0.144884187340297,"vRG","Ventricular radial glia (vRG)"
"GART",0.524571795597003,0.131153524582407,"vRG","Ventricular radial glia (vRG)"
"SDCBP",-0.503374750546953,0.147230434653441,"vRG","Ventricular radial glia (vRG)"
"BMT2",-0.491116148805315,0.139441454025375,"vRG","Ventricular radial glia (vRG)"
"CDC73",-0.489508286257183,0.127912291688473,"vRG","Ventricular radial glia (vRG)"
"C2orf72",-0.461559157148931,0.110612823912717,"vRG","Ventricular radial glia (vRG)"
"NDUFS4",-0.449926439874116,0.124192751197364,"vRG","Ventricular radial glia (vRG)"
